name,distance,bikestop,local_address,postcode,category1,category1name,category2,category2name,category3,category3name,rating
Alive One,527,Clark St & Wrightwood Ave,2683 N Halsted St,60614.0,13010,Dive Bar,13016.0,Lounge,13068.0,American Restaurant,3.9
The Wild Hare,486,Clark St & Wrightwood Ave,2610 N Halsted St,60614.0,10039,Music Venue,13003.0,Bar,13097.0,Caribbean Restaurant,3.75
Galway Bay,400,Clark St & Wrightwood Ave,500 W Diversey Pkwy,60614.0,13010,Dive Bar,13026.0,BBQ Joint,,,3.65
Weisman Park,876,Clark St & Wrightwood Ave,901 W Oakdale Ave,60657.0,16032,Park,,,,,3.85
Noethling Park,861,Clark St & Wrightwood Ave,2645 N Sheffield Ave,60614.0,16032,Park,,,,,3.8
Prost,844,Clark St & Wrightwood Ave,2566 N Lincoln Ave,60614.0,13006,Beer Bar,13165.0,German Restaurant,,,3.75
Tin Lizzie,234,Clark St & Wrightwood Ave,2483 N Clark St,60614.0,13010,Dive Bar,13022.0,Sports Bar,13064.0,Pizzeria,3.45
Harrigan's,644,Clark St & Wrightwood Ave,2816 N Halsted St,60657.0,13003,Bar,13026.0,BBQ Joint,13303.0,Mexican Restaurant,3.6
Frank's,198,Clark St & Wrightwood Ave,2503 N Clark St,60614.0,13016,Lounge,13068.0,American Restaurant,,,3.3
Racine Plumbing,1018,Clark St & Wrightwood Ave,2642 N Lincoln Ave,60614.0,13022,Sports Bar,13031.0,Burger Joint,13314.0,New American Restaurant,3.65
Parrots Bar & Grill,911,Clark St & Wrightwood Ave,754 W Wellington Ave,60657.0,13010,Dive Bar,13016.0,Lounge,13068.0,American Restaurant,3.6
Abraham Lincoln Monument,2154,Clark St & Wrightwood Ave,2045 N Lincoln Park W,60614.0,16000,Landmarks and Outdoors,,,,,3.9
Replay Lincoln Park,993,Clark St & Wrightwood Ave,2833 N Sheffield Ave,60657.0,13003,Bar,,,,,3.55
Jake's Pub,770,Clark St & Wrightwood Ave,2932 N Clark St,60657.0,13010,Dive Bar,,,,,3.45
Lincoln Station,669,Clark St & Wrightwood Ave,2432 N Lincoln Ave,60614.0,13022,Sports Bar,13065.0,Restaurant,,,3.35
Galway Arms,349,Clark St & Wrightwood Ave,2442 N Clark St,60614.0,13018,Pub,13068.0,American Restaurant,,,3.2
Monsignor Murphys,851,Clark St & Wrightwood Ave,3019 N Broadway St,60657.0,13010,Dive Bar,13022.0,Sports Bar,13065.0,Restaurant,3.4
Dorothy's Playground,900,Clark St & Wrightwood Ave,,60614.0,16037,Playground,,,,,3.4
Friar Tuck,821,Clark St & Wrightwood Ave,3010 N Broadway St,60657.0,13010,Dive Bar,13015.0,Karaoke Bar,13065.0,Restaurant,3.3
Broken English Taco Pub,862,Clark St & Wrightwood Ave,2576 N Lincoln Ave,60614.0,13009,Cocktail Bar,13142.0,English Restaurant,13306.0,Taco Restaurant,3.3
Glascott's Groggery,977,Clark St & Wrightwood Ave,2158 N Halsted St,60614.0,13003,Bar,13065.0,Restaurant,,,3.35
Duffy's Tavern and Grille,460,Clark St & Wrightwood Ave,420 W Diversey Pkwy,60614.0,13022,Sports Bar,13065.0,Restaurant,,,3.0
Pizza Hut,894,Clark St & Wrightwood Ave,3009 N Clark St,60657.0,13064,Pizzeria,13145.0,Fast Food Restaurant,,,3.1
The Manor,293,Clark St & Wrightwood Ave,633 W Deming Pl,60614.0,16000,Landmarks and Outdoors,,,,,
Devil's Hill,377,Clark St & Wrightwood Ave,,60614.0,16032,Park,,,,,
Derno S Chicago,409,Clark St & Wrightwood Ave,506 W Diversey Pkwy,60614.0,13003,Bar,13064.0,Pizzeria,13388.0,Wings Joint,
444 Fight Club,431,Clark St & Wrightwood Ave,444 W Fullerton Pkwy,60614.0,13021,Speakeasy,,,,,
Max Bar,747,Clark St & Wrightwood Ave,2247 N Lincoln Ave,60614.0,10032,Night Club,13009.0,Cocktail Bar,13026.0,BBQ Joint,2.95
Peter Douglas Weathers,488,Clark St & Wrightwood Ave,2610 N Halsted St,60614.0,13003,Bar,,,,,
The Century Bar,494,Clark St & Wrightwood Ave,2828 N Clark St,60657.0,13016,Lounge,13025.0,Wine Bar,,,
Rooftop Party 12in12,501,Clark St & Wrightwood Ave,2503 N Halsted St,60614.0,13007,Beer Garden,,,,,
Over Under Sports Bar,553,Clark St & Wrightwood Ave,2723 N Halsted St,60614.0,13003,Bar,,,,,
Chicago Skyline,102,Adler Planetarium,1300 S Lake Shore Dr,60605.0,16003,Beach,,,,,4.55
Chicago Lakefront,132,Adler Planetarium,1600 N Lake Shore Dr,60605.0,16032,Park,,,,,4.7
Northerly Island,638,Adler Planetarium,1400 S Lynn White Dr,60605.0,16037,Playground,,,,,4.45
12th Street Beach,282,Adler Planetarium,1200 S Linn White Dr,60605.0,16003,Beach,,,,,3.95
The Field Museum Courtyard,612,Adler Planetarium,1400 S Lake Shore Dr,60605.0,16032,Park,,,,,3.85
Kosciuszko Statue,425,Adler Planetarium,,60618.0,16026,Monument,,,,,3.65
Del Campo Tacos,174,Adler Planetarium,1300 S Lynn White Dr,60605.0,13058,Hot Dog Joint,13064.0,Pizzeria,13303.0,Mexican Restaurant,3.35
Man with fish,625,Adler Planetarium,,60605.0,16000,Landmarks and Outdoors,,,,,3.4
Henry Moore Sundial,47,Adler Planetarium,,60605.0,16047,Sculpture Garden,,,,,
Nicolas Copernicus,49,Adler Planetarium,,60605.0,16000,Landmarks and Outdoors,,,,,
America's Courtyard,74,Adler Planetarium,,60605.0,16032,Park,,,,,
Nancy A. Petrovich Skyline Terrace,94,Adler Planetarium,,60605.0,16046,Scenic Lookout,,,,,
Judd Goldman Sailing Center,253,Adler Planetarium,,60605.0,16018,Harbor / Marina,,,,,
Burnham Harbor Dock EA,281,Adler Planetarium,,60605.0,16018,Harbor / Marina,,,,,
Karel Havlicek Monument,284,Adler Planetarium,,60605.0,16047,Sculpture Garden,,,,,
Durham Harbor RA Dock,301,Adler Planetarium,,60605.0,16018,Harbor / Marina,,,,,
Chicago Police Memorial,331,Adler Planetarium,,60605.0,16025,Memorial Site,,,,,
Meadco,400,Adler Planetarium,Lakefront Trail,60605.0,16018,Harbor / Marina,,,,,
Burnham Harbor Dock C,456,Adler Planetarium,1559 S Lake Shore Dr,60605.0,16018,Harbor / Marina,,,,,
Solidarity,470,Adler Planetarium,,60605.0,16030,Other Great Outdoors,,,,,
Burnham Harbor E Dock,504,Adler Planetarium,,60605.0,16018,Harbor / Marina,,,,,
The Craft Beer Boat,531,Adler Planetarium,,,16018,Harbor / Marina,,,,,
Burnham Harbor F Dock,592,Adler Planetarium,,60605.0,16018,Harbor / Marina,,,,,
Alpogianis/Lombardini Bike Path,603,Adler Planetarium,1200 S Lake Shore Dr,60605.0,16000,Landmarks and Outdoors,,,,,
Tunnel Between Shed Aquarium And Field Museum,603,Adler Planetarium,1200 S Lake Shore Dr,60605.0,16019,Hiking Trail,,,,,
Children's Garden,632,Adler Planetarium,,60605.0,16037,Playground,,,,,
Museum Campus Children's Playground,632,Adler Planetarium,,60605.0,16037,Playground,,,,,
Gypsy Spirit - Burnham Harbor,658,Adler Planetarium,,60605.0,16018,Harbor / Marina,,,,,
Burnham Harbor J dock,658,Adler Planetarium,Burnham harbor,60605.0,16018,Harbor / Marina,,,,,
The Valara VI,665,Adler Planetarium,"Burnham Harbor, Chicago , 60605, United States",60605.0,16018,Harbor / Marina,,,,,
Olmec Head #7,689,Adler Planetarium,,60605.0,16026,Monument,,,,,
Berhum Harbor C Dock,746,Adler Planetarium,1559 S Lake Shore Dr,60605.0,16018,Harbor / Marina,,,,,
Burnham Harbor G Dock,746,Adler Planetarium,1559 S Lake Shore Dr,60605.0,16018,Harbor / Marina,,,,,
Burnham Harbor,746,Adler Planetarium,1559 S Lake Shore Dr,60605.0,16018,Harbor / Marina,,,,,
Burnham Harbor N Dock,746,Adler Planetarium,1559 S Lake Shore Dr,60605.0,16018,Harbor / Marina,,,,,
Balbo Monument,747,Adler Planetarium,1400 S Museum Campus Dr,60605.0,16026,Monument,,,,,
Eternal Flame Of Hope,773,Adler Planetarium,,60605.0,16026,Monument,,,,,
Burnham Harbor Q Dock,791,Adler Planetarium,,60605.0,16018,Harbor / Marina,,,,,
Great Lawn At The Field Museum,793,Adler Planetarium,1400 S Lake Shore Dr,60605.0,16032,Park,,,,,
Chicago Police Memorial Foundation,805,Adler Planetarium,1420 S Museum Campus Dr,60605.0,16026,Monument,,,,,
Ramiro's boat,851,Adler Planetarium,440 N Lakeshore Dr,60601.0,16018,Harbor / Marina,,,,,
Stadium Green At Soldier Field,863,Adler Planetarium,,60605.0,16032,Park,,,,,
Edible Treasures Garden at The Field Museum,923,Adler Planetarium,1400 S Lake Shore Dr,60605.0,16000,Landmarks and Outdoors,,,,,
George Halas Statue,934,Adler Planetarium,,60605.0,16026,Monument,,,,,
Walter Payton Statue,940,Adler Planetarium,,60605.0,16026,Monument,,,,,
Maori Meeting House,951,Adler Planetarium,Field Museum,60605.0,16000,Landmarks and Outdoors,,,,,
Shoreline Water Taxi,1264,Adler Planetarium,Monrow Harbor,60605.0,16018,Harbor / Marina,,,,,
Man Enters the Cosmos,26,Adler Planetarium,,60605.0,16026,Monument,,,,,
Chicago Firefighter And paramedic Memorial Park,1981,Adler Planetarium,,60605.0,16017,Garden,,,,,
Best View In The City,140,Adler Planetarium,,60605.0,16000,Landmarks and Outdoors,,,,,
Pompei,712,Wolcott Ave & Polk St,1531 W Taylor St,60607.0,13064,Pizzeria,13236.0,Italian Restaurant,,,4.05
Damenzo's Restaurant,955,Wolcott Ave & Polk St,2324 W Taylor St,60612.0,13064,Pizzeria,,,,,3.7
Park Tavern,794,Wolcott Ave & Polk St,1645 W Jackson Blvd,60612.0,13022,Sports Bar,13057.0,Gastropub,13068.0,American Restaurant,3.6
Bacci Pizzeria,887,Wolcott Ave & Polk St,2301 W Taylor St,60612.0,13236,Italian Restaurant,13064.0,Pizzeria,,,3.6
Rook's Lounge,713,Wolcott Ave & Polk St,625 S Ashland Ave,60607.0,13009,Cocktail Bar,,,,,3.5
Piazza DiMaggio,917,Wolcott Ave & Polk St,1437 W Taylor St,60607.0,16032,Park,,,,,3.55
Arrigo Park,976,Wolcott Ave & Polk St,801 S Loomis St,60607.0,16032,Park,,,,,3.45
Hawkeye's,828,Wolcott Ave & Polk St,1458 W Taylor St,60607.0,13022,Sports Bar,,,,,3.25
Bacci Pizzeria,943,Wolcott Ave & Polk St,1421 W Taylor St,60607.0,13064,Pizzeria,,,,,3.2
Atkins Medicinal Plant Garden,256,Wolcott Ave & Polk St,833 S Wood St,60612.0,16000,Landmarks and Outdoors,,,,,
Dimo's Pizza,292,Wolcott Ave & Polk St,1811 W Harrison St,60612.0,13064,Pizzeria,,,,,
Vintage Lounge,871,Wolcott Ave & Polk St,1449 W Taylor St,60607.0,13016,Lounge,13068.0,American Restaurant,,,3.05
Louis Pasteur Monument,597,Wolcott Ave & Polk St,W Congress Pkwy,60607.0,16000,Landmarks and Outdoors,,,,,
Livingston Park,620,Wolcott Ave & Polk St,2139 W Lexington St,60612.0,16032,Park,,,,,
Garibaldi Park,702,Wolcott Ave & Polk St,1520 W Polk St,60607.0,16032,Park,,,,,
Tavern Tap and Beverage,792,Wolcott Ave & Polk St,1645 W Jackson Blvd,60612.0,13003,Bar,,,,,
After Dark Night Club,795,Wolcott Ave & Polk St,1645 W Jackson Blvd,60612.0,10032,Night Club,13003.0,Bar,,,
The Embassy,922,Wolcott Ave & Polk St,1435 W Taylor St,60607.0,13003,Bar,,,,,
Touhy-Herbert Park,959,Wolcott Ave & Polk St,2106 W Adams St,60612.0,16032,Park,,,,,
Claremont Park,980,Wolcott Ave & Polk St,2334 W Flournoy St,60612.0,16037,Playground,,,,,
Baba Pita,1002,Wolcott Ave & Polk St,2343 W Taylor St,60612.0,13064,Pizzeria,13302.0,Mediterranean Restaurant,13309.0,Middle Eastern Restaurant,
Taylor Street Farms,1117,Wolcott Ave & Polk St,,60607.0,16017,Garden,,,,,
Buffalo Wild Wings,350,Wolcott Ave & Polk St,707 S Seeley St,60612.0,13022,Sports Bar,13388.0,Wings Joint,,,
Club Babalu,804,Wolcott Ave & Polk St,1645 W Jackson Blvd,60612.0,10032,Night Club,13003.0,Bar,,,
Hawkeye's Bar & Grill,853,Wolcott Ave & Polk St,1458 W Taylor St,60607.0,13022,Sports Bar,13068.0,American Restaurant,,,
Leona's Restaurants Taylor Street,962,Wolcott Ave & Polk St,1419 W Taylor St,60607.0,13064,Pizzeria,13145.0,Fast Food Restaurant,13236.0,Italian Restaurant,
Chicago Park District,962,Wolcott Ave & Polk St,2106 W Adams St,60612.0,16037,Playground,,,,,
Delilah's,383,Racine Ave & Wrightwood Ave,2771 N Lincoln Ave,60614.0,13010,Dive Bar,13024.0,Whisky Bar,13026.0,BBQ Joint,4.4
Jonquil Park,358,Racine Ave & Wrightwood Ave,1023 W Wrightwood Ave,60614.0,16037,Playground,,,,,4.35
Beermiscuous,438,Racine Ave & Wrightwood Ave,2812 N Lincoln Ave,60657.0,13006,Beer Bar,13034.0,Café,13068.0,American Restaurant,4.4
Pat's Pizza and Ristorante,314,Racine Ave & Wrightwood Ave,2679 N Lincoln Ave,60614.0,13064,Pizzeria,,,,,4.2
The Monkey's Paw,395,Racine Ave & Wrightwood Ave,2524 N Southport Ave,60614.0,13024,Whisky Bar,13057.0,Gastropub,13068.0,American Restaurant,4.3
Lou Malnati's Pizzeria,452,Racine Ave & Wrightwood Ave,958 W Wrightwood Ave,60614.0,13064,Pizzeria,,,,,4.3
Wrightwood Park,645,Racine Ave & Wrightwood Ave,2534 N Greenview Ave,60614.0,16037,Playground,,,,,4.35
Kingston Mines,822,Racine Ave & Wrightwood Ave,2548 N Halsted St,60614.0,10032,Night Club,13003.0,Bar,13026.0,BBQ Joint,4.5
Lincoln Hall,837,Racine Ave & Wrightwood Ave,2424 N Lincoln Ave,60614.0,10039,Music Venue,13003.0,Bar,13065.0,Restaurant,4.55
Supera Playlot Park,94,Racine Ave & Wrightwood Ave,2528 N Racine Ave,60614.0,16037,Playground,,,,,3.75
Red Lion Pub,767,Racine Ave & Wrightwood Ave,2446 N Lincoln Ave,60614.0,13018,Pub,13057.0,Gastropub,,,4.3
Homeslice,950,Racine Ave & Wrightwood Ave,938 W Webster Ave,60614.0,13064,Pizzeria,,,,,4.5
Pequod's Pizzeria,911,Racine Ave & Wrightwood Ave,2207 N Clybourn Ave,60614.0,13064,Pizzeria,,,,,4.4
Dog Haus Biergarten,711,Racine Ave & Wrightwood Ave,2464 N Lincoln Ave,60614.0,13007,Beer Garden,13031.0,Burger Joint,13058.0,Hot Dog Joint,4.05
Farm Bar Lakeview,840,Racine Ave & Wrightwood Ave,1300 W Wellington Ave,60657.0,13003,Bar,13057.0,Gastropub,13068.0,American Restaurant,4.15
Will's Northwoods Inn,932,Racine Ave & Wrightwood Ave,3030 N Racine Ave,60657.0,13022,Sports Bar,13068.0,American Restaurant,13303.0,Mexican Restaurant,4.1
Local Option,829,Racine Ave & Wrightwood Ave,1102 W Webster Ave,60614.0,13006,Beer Bar,13095.0,Cajun / Creole Restaurant,13338.0,Seafood Restaurant,4.05
Noethling Park,494,Racine Ave & Wrightwood Ave,2645 N Sheffield Ave,60614.0,16032,Park,,,,,3.8
Prost,479,Racine Ave & Wrightwood Ave,2566 N Lincoln Ave,60614.0,13006,Beer Bar,13165.0,German Restaurant,,,3.75
Side Street Saloon,851,Racine Ave & Wrightwood Ave,1456 W George St,60657.0,13010,Dive Bar,13031.0,Burger Joint,13064.0,Pizzeria,3.95
Racine Plumbing,312,Racine Ave & Wrightwood Ave,2642 N Lincoln Ave,60614.0,13022,Sports Bar,13031.0,Burger Joint,13314.0,New American Restaurant,3.65
Parson's Chicken & Fish,900,Racine Ave & Wrightwood Ave,2439 N Halsted St,60614.0,13003,Bar,13055.0,Fried Chicken Joint,13068.0,American Restaurant,3.95
Alive One,888,Racine Ave & Wrightwood Ave,2683 N Halsted St,60614.0,13010,Dive Bar,13016.0,Lounge,13068.0,American Restaurant,3.9
South Lakeview Park,577,Racine Ave & Wrightwood Ave,1300 W Wolfram St,60657.0,16037,Playground,,,,,3.7
Kirkwood Bar & Grill,839,Racine Ave & Wrightwood Ave,2934 N Sheffield Ave,60657.0,13022,Sports Bar,13031.0,Burger Joint,13068.0,American Restaurant,3.8
Burwood Tap,943,Racine Ave & Wrightwood Ave,724 W Wrightwood Ave,60614.0,13003,Bar,13303.0,Mexican Restaurant,,,3.8
The Wild Hare,830,Racine Ave & Wrightwood Ave,2610 N Halsted St,60614.0,10039,Music Venue,13003.0,Bar,13097.0,Caribbean Restaurant,3.75
Replay Lincoln Park,689,Racine Ave & Wrightwood Ave,2833 N Sheffield Ave,60657.0,13003,Bar,,,,,3.55
The River Kitchen and Bar,786,Racine Ave & Wrightwood Ave,2909 N Sheffield Ave,60657.0,13003,Bar,13065.0,Restaurant,,,3.55
The Albion Manor,999,Racine Ave & Wrightwood Ave,1480 W Webster Ave,60614.0,13003,Bar,13142.0,English Restaurant,,,3.6
Harrigan's,945,Racine Ave & Wrightwood Ave,2816 N Halsted St,60657.0,13003,Bar,13026.0,BBQ Joint,13303.0,Mexican Restaurant,3.6
Broken English Taco Pub,457,Racine Ave & Wrightwood Ave,2576 N Lincoln Ave,60614.0,13009,Cocktail Bar,13142.0,English Restaurant,13306.0,Taco Restaurant,3.3
Lincoln Station,812,Racine Ave & Wrightwood Ave,2432 N Lincoln Ave,60614.0,13022,Sports Bar,13065.0,Restaurant,,,3.35
Lincoln Tap Room,926,Racine Ave & Wrightwood Ave,3010 N Lincoln Ave,60657.0,13009,Cocktail Bar,13022.0,Sports Bar,13145.0,Fast Food Restaurant,3.3
Beck's Chicago,931,Racine Ave & Wrightwood Ave,2201 N Clybourn Ave,60614.0,13003,Bar,13065.0,Restaurant,,,3.3
Tapster Lincoln Park,250,Racine Ave & Wrightwood Ave,1059 W Wrightwood Ave,60614.0,13006,Beer Bar,13022.0,Sports Bar,,,
Vaughan's Pub,798,Racine Ave & Wrightwood Ave,2917 N Sheffield Ave,60657.0,13003,Bar,13065.0,Restaurant,,,3.05
McGee's Tavern & Grille,926,Racine Ave & Wrightwood Ave,950 W Webster Ave,60614.0,13022,Sports Bar,13068.0,American Restaurant,,,3.0
The Lill Lounge,435,Racine Ave & Wrightwood Ave,1416 W Lill Ave,60614.0,13016,Lounge,,,,,
"Lincoln, Wrightwood, Sheffield",438,Racine Ave & Wrightwood Ave,,60614.0,16032,Park,,,,,
Max & Issy's,526,Racine Ave & Wrightwood Ave,1028 W Diversey Pkwy,60614.0,13064,Pizzeria,,,,,
Depaul Field,809,Racine Ave & Wrightwood Ave,,60614.0,16026,Monument,,,,,
Peter Douglas Weathers,828,Racine Ave & Wrightwood Ave,2610 N Halsted St,60614.0,13003,Bar,,,,,
Rooftop Party 12in12,878,Racine Ave & Wrightwood Ave,2503 N Halsted St,60614.0,13007,Beer Garden,,,,,
Over Under Sports Bar,934,Racine Ave & Wrightwood Ave,2723 N Halsted St,60614.0,13003,Bar,,,,,
Ignoble Wine Bar,948,Racine Ave & Wrightwood Ave,2417 N Clybourn Ave,60614.0,13025,Wine Bar,,,,,
The Rock House,344,Racine Ave & Wrightwood Ave,2624 N Lincoln Ave,60614.0,13003,Bar,,,,,
OGs Chicago,472,Racine Ave & Wrightwood Ave,950 W Wrightwood Ave,60614.0,13022,Sports Bar,13065.0,Restaurant,,,
Treble Park,771,Racine Ave & Wrightwood Ave,West Webster Avenue,60614.0,16032,Park,,,,,
Wish Field,840,Racine Ave & Wrightwood Ave,900 W Belden Ave,60614.0,16032,Park,,,,,
Kingston Mines,44,Halsted St & Wrightwood Ave,2548 N Halsted St,60614.0,10032,Night Club,13003.0,Bar,13026.0,BBQ Joint,4.5
Lincoln Hall,360,Halsted St & Wrightwood Ave,2424 N Lincoln Ave,60614.0,10039,Music Venue,13003.0,Bar,13065.0,Restaurant,4.55
Red Lion Pub,323,Halsted St & Wrightwood Ave,2446 N Lincoln Ave,60614.0,13018,Pub,13057.0,Gastropub,,,4.3
Lou Malnati's Pizzeria,366,Halsted St & Wrightwood Ave,958 W Wrightwood Ave,60614.0,13064,Pizzeria,,,,,4.3
Jonquil Park,463,Halsted St & Wrightwood Ave,1023 W Wrightwood Ave,60614.0,16037,Playground,,,,,4.35
Dog Haus Biergarten,287,Halsted St & Wrightwood Ave,2464 N Lincoln Ave,60614.0,13007,Beer Garden,13031.0,Burger Joint,13058.0,Hot Dog Joint,4.05
Renaldi's Pizza Pub,631,Halsted St & Wrightwood Ave,2827 N Broadway St,60657.0,13064,Pizzeria,13236.0,Italian Restaurant,,,4.25
Parson's Chicken & Fish,291,Halsted St & Wrightwood Ave,2439 N Halsted St,60614.0,13003,Bar,13055.0,Fried Chicken Joint,13068.0,American Restaurant,3.95
The Wild Hare,39,Halsted St & Wrightwood Ave,2610 N Halsted St,60614.0,10039,Music Venue,13003.0,Bar,13097.0,Caribbean Restaurant,3.75
Burwood Tap,124,Halsted St & Wrightwood Ave,724 W Wrightwood Ave,60614.0,13003,Bar,13303.0,Mexican Restaurant,,,3.8
Pat's Pizza and Ristorante,609,Halsted St & Wrightwood Ave,2679 N Lincoln Ave,60614.0,13064,Pizzeria,,,,,4.2
Homeslice,850,Halsted St & Wrightwood Ave,938 W Webster Ave,60614.0,13064,Pizzeria,,,,,4.5
Alive One,272,Halsted St & Wrightwood Ave,2683 N Halsted St,60614.0,13010,Dive Bar,13016.0,Lounge,13068.0,American Restaurant,3.9
Delilah's,834,Halsted St & Wrightwood Ave,2771 N Lincoln Ave,60614.0,13010,Dive Bar,13024.0,Whisky Bar,13026.0,BBQ Joint,4.4
Beermiscuous,939,Halsted St & Wrightwood Ave,2812 N Lincoln Ave,60657.0,13006,Beer Bar,13034.0,Café,13068.0,American Restaurant,4.4
George Street Pub,598,Halsted St & Wrightwood Ave,2858 N Halsted St,60657.0,13016,Lounge,13031.0,Burger Joint,13057.0,Gastropub,4.05
Duke Of Perth,714,Halsted St & Wrightwood Ave,2913 N Clark St,60657.0,13010,Dive Bar,13018.0,Pub,13051.0,Fish and Chips Shop,4.05
Noethling Park,391,Halsted St & Wrightwood Ave,2645 N Sheffield Ave,60614.0,16032,Park,,,,,3.8
Gaslight Bar & Grill,682,Halsted St & Wrightwood Ave,2450 N Clark St,60614.0,13007,Beer Garden,13022.0,Sports Bar,13068.0,American Restaurant,4.0
Prost,347,Halsted St & Wrightwood Ave,2566 N Lincoln Ave,60614.0,13006,Beer Bar,13165.0,German Restaurant,,,3.75
Cafecito,860,Halsted St & Wrightwood Ave,411 W Fullerton Pkwy,60614.0,13009,Cocktail Bar,13097.0,Caribbean Restaurant,13135.0,Cuban Restaurant,3.95
Kirkwood Bar & Grill,829,Halsted St & Wrightwood Ave,2934 N Sheffield Ave,60657.0,13022,Sports Bar,13031.0,Burger Joint,13068.0,American Restaurant,3.8
Racine Plumbing,527,Halsted St & Wrightwood Ave,2642 N Lincoln Ave,60614.0,13022,Sports Bar,13031.0,Burger Joint,13314.0,New American Restaurant,3.65
Supera Playlot Park,809,Halsted St & Wrightwood Ave,2528 N Racine Ave,60614.0,16037,Playground,,,,,3.75
Harrigan's,453,Halsted St & Wrightwood Ave,2816 N Halsted St,60657.0,13003,Bar,13026.0,BBQ Joint,13303.0,Mexican Restaurant,3.6
Galway Bay,752,Halsted St & Wrightwood Ave,500 W Diversey Pkwy,60614.0,13010,Dive Bar,13026.0,BBQ Joint,,,3.65
Replay Lincoln Park,636,Halsted St & Wrightwood Ave,2833 N Sheffield Ave,60657.0,13003,Bar,,,,,3.55
Parrots Bar & Grill,812,Halsted St & Wrightwood Ave,754 W Wellington Ave,60657.0,13010,Dive Bar,13016.0,Lounge,13068.0,American Restaurant,3.6
The River Kitchen and Bar,745,Halsted St & Wrightwood Ave,2909 N Sheffield Ave,60657.0,13003,Bar,13065.0,Restaurant,,,3.55
Lincoln Station,328,Halsted St & Wrightwood Ave,2432 N Lincoln Ave,60614.0,13022,Sports Bar,13065.0,Restaurant,,,3.35
Tin Lizzie,632,Halsted St & Wrightwood Ave,2483 N Clark St,60614.0,13010,Dive Bar,13022.0,Sports Bar,13064.0,Pizzeria,3.45
Broken English Taco Pub,364,Halsted St & Wrightwood Ave,2576 N Lincoln Ave,60614.0,13009,Cocktail Bar,13142.0,English Restaurant,13306.0,Taco Restaurant,3.3
Jake's Pub,743,Halsted St & Wrightwood Ave,2932 N Clark St,60657.0,13010,Dive Bar,,,,,3.45
Frank's,613,Halsted St & Wrightwood Ave,2503 N Clark St,60614.0,13016,Lounge,13068.0,American Restaurant,,,3.3
Dorothy's Playground,883,Halsted St & Wrightwood Ave,,60614.0,16037,Playground,,,,,3.4
Glascott's Groggery,813,Halsted St & Wrightwood Ave,2158 N Halsted St,60614.0,13003,Bar,13065.0,Restaurant,,,3.35
Galway Arms,699,Halsted St & Wrightwood Ave,2442 N Clark St,60614.0,13018,Pub,13068.0,American Restaurant,,,3.2
Peter Douglas Weathers,40,Halsted St & Wrightwood Ave,2610 N Halsted St,60614.0,13003,Bar,,,,,
Rooftop Party 12in12,183,Halsted St & Wrightwood Ave,2503 N Halsted St,60614.0,13007,Beer Garden,,,,,
Pizza Hut,866,Halsted St & Wrightwood Ave,3009 N Clark St,60657.0,13064,Pizzeria,13145.0,Fast Food Restaurant,,,3.1
